date,heure,motif,disponibilite
05_15_22,18_23_33,depot_1er_TDS,0
05_15_22,18_24_36,renouvelement_TDS,0
05_15_22,18_26_00,retrait_TDS,0
05_15_22,18_27_24,retrait_recepisse,0
05_15_22,18_29_09,retrait_DCEM_TVR_TIV,0
05_15_22,18_30_13,regularisation_sejour,0
05_15_22,19_01_48,depot_1er_TDS,0
05_15_22,19_03_13,renouvelement_TDS,0
05_15_22,19_04_58,retrait_TDS,0
05_15_22,19_06_23,retrait_recepisse,0
05_15_22,19_07_47,retrait_DCEM_TVR_TIV,0
05_15_22,19_09_32,regularisation_sejour,0
05_15_22,20_01_48,depot_1er_TDS,0
05_15_22,20_03_12,renouvelement_TDS,0
05_15_22,20_04_38,retrait_TDS,0
05_15_22,20_05_41,retrait_recepisse,0
05_15_22,20_07_05,retrait_DCEM_TVR_TIV,0
05_15_22,20_08_51,regularisation_sejour,0
05_15_22,22_01_51,depot_1er_TDS,0
05_15_22,22_02_54,renouvelement_TDS,0
05_15_22,22_04_18,retrait_TDS,0
05_15_22,22_05_42,retrait_recepisse,0
05_15_22,22_06_45,retrait_DCEM_TVR_TIV,0
05_15_22,22_08_10,regularisation_sejour,0
05_15_22,23_01_47,depot_1er_TDS,0
05_15_22,23_03_11,renouvelement_TDS,0
05_15_22,23_04_56,retrait_TDS,0
05_15_22,23_06_21,retrait_recepisse,0
05_15_22,23_07_24,retrait_DCEM_TVR_TIV,0
05_15_22,23_09_09,regularisation_sejour,0
05_16_22,00_01_47,depot_1er_TDS,1
05_16_22,00_03_12,renouvelement_TDS,1
05_16_22,00_04_36,retrait_TDS,0
05_16_22,00_06_00,retrait_recepisse,0
05_16_22,00_07_03,retrait_DCEM_TVR_TIV,1
05_16_22,00_08_11,regularisation_sejour,1
05_16_22,01_01_47,depot_1er_TDS,1
05_16_22,01_02_51,renouvelement_TDS,1
05_16_22,01_04_36,retrait_TDS,0
05_16_22,01_06_00,retrait_recepisse,0
05_16_22,01_07_03,retrait_DCEM_TVR_TIV,1
05_16_22,01_08_06,regularisation_sejour,1
05_16_22,02_01_50,depot_1er_TDS,1
05_16_22,02_03_14,renouvelement_TDS,1
05_16_22,02_04_59,retrait_TDS,0
05_16_22,02_06_02,retrait_recepisse,0
05_16_22,02_07_05,retrait_DCEM_TVR_TIV,1
05_16_22,02_08_30,regularisation_sejour,1
05_16_22,03_01_48,depot_1er_TDS,1
05_16_22,03_02_51,renouvelement_TDS,1
05_16_22,03_03_54,retrait_TDS,0
05_16_22,03_05_18,retrait_recepisse,0
05_16_22,03_06_42,retrait_DCEM_TVR_TIV,1
05_16_22,03_07_45,regularisation_sejour,1
05_16_22,04_01_46,depot_1er_TDS,1
05_16_22,04_02_49,renouvelement_TDS,1
05_16_22,04_03_52,retrait_TDS,0
05_16_22,04_04_56,retrait_recepisse,0
05_16_22,04_05_59,retrait_DCEM_TVR_TIV,1
05_16_22,04_07_23,regularisation_sejour,1
05_16_22,05_01_45,depot_1er_TDS,1
05_16_22,05_02_49,renouvelement_TDS,1
05_16_22,05_03_53,retrait_TDS,0
05_16_22,05_05_17,retrait_recepisse,0
05_16_22,05_06_20,retrait_DCEM_TVR_TIV,0
05_16_22,05_07_45,regularisation_sejour,1
05_16_22,06_02_09,depot_1er_TDS,1
05_16_22,06_03_13,renouvelement_TDS,1
05_16_22,06_04_16,retrait_TDS,0
05_16_22,06_05_20,retrait_recepisse,0
05_16_22,06_06_23,retrait_DCEM_TVR_TIV,0
05_16_22,06_07_26,regularisation_sejour,1
05_16_22,07_01_50,depot_1er_TDS,1
05_16_22,07_02_53,renouvelement_TDS,1
05_16_22,07_04_35,retrait_TDS,0
05_16_22,07_06_00,retrait_recepisse,0
05_16_22,07_07_08,retrait_DCEM_TVR_TIV,0
05_16_22,07_08_12,regularisation_sejour,1
05_16_22,08_01_47,depot_1er_TDS,1
05_16_22,08_02_50,renouvelement_TDS,1
05_16_22,08_04_57,retrait_TDS,0
05_16_22,08_06_21,retrait_recepisse,0
05_16_22,08_07_24,retrait_DCEM_TVR_TIV,0
05_16_22,08_08_50,regularisation_sejour,1
05_16_22,09_01_48,depot_1er_TDS,1
05_16_22,09_02_51,renouvelement_TDS,1
05_16_22,09_03_57,retrait_TDS,1
05_16_22,09_05_02,retrait_recepisse,0
05_16_22,09_06_26,retrait_DCEM_TVR_TIV,0
05_16_22,09_07_32,regularisation_sejour,1
05_16_22,10_01_47,depot_1er_TDS,1
05_16_22,10_02_50,renouvelement_TDS,1
05_16_22,10_03_53,retrait_TDS,0
05_16_22,10_04_56,retrait_recepisse,0
05_16_22,10_06_00,retrait_DCEM_TVR_TIV,0
05_16_22,10_07_04,regularisation_sejour,1
05_16_22,11_01_48,depot_1er_TDS,1
05_16_22,11_03_12,renouvelement_TDS,0
05_16_22,11_04_15,retrait_TDS,0
05_16_22,11_05_19,retrait_recepisse,0
05_16_22,11_07_07,retrait_DCEM_TVR_TIV,0
05_16_22,11_08_11,regularisation_sejour,1
05_16_22,12_01_50,depot_1er_TDS,1
05_16_22,12_03_15,renouvelement_TDS,0
05_16_22,12_04_40,retrait_TDS,0
05_16_22,12_05_43,retrait_recepisse,0
05_16_22,12_07_08,retrait_DCEM_TVR_TIV,0
05_16_22,12_08_13,regularisation_sejour,1
05_16_22,13_01_47,depot_1er_TDS,1
05_16_22,13_02_50,renouvelement_TDS,0
05_16_22,13_04_15,retrait_TDS,0
05_16_22,13_05_18,retrait_recepisse,0
05_16_22,13_07_05,retrait_DCEM_TVR_TIV,0
05_16_22,13_08_09,regularisation_sejour,1
05_16_22,14_01_47,depot_1er_TDS,1
05_16_22,14_02_51,renouvelement_TDS,0
05_16_22,14_03_56,retrait_TDS,0
05_16_22,14_05_00,retrait_recepisse,0
05_16_22,14_06_05,retrait_DCEM_TVR_TIV,0
05_16_22,14_07_52,regularisation_sejour,1
05_16_22,15_01_45,depot_1er_TDS,1
05_16_22,15_03_10,renouvelement_TDS,0
05_16_22,15_04_34,retrait_TDS,0
05_16_22,15_05_58,retrait_recepisse,0
05_16_22,15_07_25,retrait_DCEM_TVR_TIV,0
05_16_22,15_09_13,regularisation_sejour,1
05_16_22,16_01_48,depot_1er_TDS,1
05_16_22,16_02_52,renouvelement_TDS,0
05_16_22,16_04_16,retrait_TDS,0
05_16_22,16_05_19,retrait_recepisse,0
05_16_22,16_06_25,retrait_DCEM_TVR_TIV,0
05_16_22,16_07_51,regularisation_sejour,1
05_16_22,17_01_45,depot_1er_TDS,1
05_16_22,17_02_48,renouvelement_TDS,0
05_16_22,17_04_13,retrait_TDS,0
05_16_22,17_05_59,retrait_recepisse,0
05_16_22,17_07_05,retrait_DCEM_TVR_TIV,0
05_16_22,17_08_10,regularisation_sejour,1
05_16_22,18_01_46,depot_1er_TDS,1
05_16_22,18_02_49,renouvelement_TDS,0
05_16_22,18_03_52,retrait_TDS,0
05_16_22,18_04_55,retrait_recepisse,0
05_16_22,18_05_58,retrait_DCEM_TVR_TIV,0
05_16_22,18_07_45,regularisation_sejour,1
05_16_22,19_01_46,depot_1er_TDS,1
05_16_22,19_02_49,renouvelement_TDS,0
05_16_22,19_04_13,retrait_TDS,0
05_16_22,19_05_58,retrait_recepisse,0
05_16_22,19_07_02,retrait_DCEM_TVR_TIV,0
05_16_22,19_08_06,regularisation_sejour,1
05_16_22,20_01_47,depot_1er_TDS,0
05_16_22,20_02_50,renouvelement_TDS,0
05_16_22,20_04_14,retrait_TDS,0
05_16_22,20_05_59,retrait_recepisse,0
05_16_22,20_07_02,retrait_DCEM_TVR_TIV,0
05_16_22,20_08_26,regularisation_sejour,1
05_16_22,21_01_48,depot_1er_TDS,0
05_16_22,21_03_12,renouvelement_TDS,0
05_16_22,21_04_57,retrait_TDS,0
05_16_22,21_06_21,retrait_recepisse,1
05_16_22,21_07_25,retrait_DCEM_TVR_TIV,0
05_16_22,21_08_29,regularisation_sejour,1
05_16_22,22_02_07,depot_1er_TDS,0
05_16_22,22_03_31,renouvelement_TDS,0
05_16_22,22_04_55,retrait_TDS,0
05_16_22,22_05_58,retrait_recepisse,0
05_16_22,22_07_01,retrait_DCEM_TVR_TIV,0
05_16_22,22_08_04,regularisation_sejour,1
05_16_22,23_01_46,depot_1er_TDS,0
05_16_22,23_02_49,renouvelement_TDS,0
05_16_22,23_04_14,retrait_TDS,0
05_16_22,23_05_38,retrait_recepisse,0
05_16_22,23_06_41,retrait_DCEM_TVR_TIV,0
05_16_22,23_08_26,regularisation_sejour,1
05_17_22,00_02_07,depot_1er_TDS,0
05_17_22,00_03_10,renouvelement_TDS,0
05_17_22,00_04_55,retrait_TDS,0
05_17_22,00_06_40,retrait_recepisse,0
05_17_22,00_08_25,retrait_DCEM_TVR_TIV,0
05_17_22,00_10_11,regularisation_sejour,1
05_17_22,01_01_07,depot_1er_TDS,0
05_17_22,01_02_11,renouvelement_TDS,0
05_17_22,01_03_15,retrait_TDS,0
05_17_22,01_04_40,retrait_recepisse,0
05_17_22,01_06_04,retrait_DCEM_TVR_TIV,0
05_17_22,01_07_28,regularisation_sejour,1
05_17_22,02_01_06,depot_1er_TDS,0
05_17_22,02_02_31,renouvelement_TDS,0
05_17_22,02_04_16,retrait_TDS,0
05_17_22,02_05_18,retrait_recepisse,0
05_17_22,02_07_05,retrait_DCEM_TVR_TIV,0
05_17_22,02_08_08,regularisation_sejour,1
05_17_22,03_01_07,depot_1er_TDS,0
05_17_22,03_02_31,renouvelement_TDS,0
05_17_22,03_03_55,retrait_TDS,0
05_17_22,03_05_19,retrait_recepisse,0
05_17_22,03_06_44,retrait_DCEM_TVR_TIV,0
05_17_22,03_07_47,regularisation_sejour,1
05_17_22,04_01_07,depot_1er_TDS,0
05_17_22,04_02_10,renouvelement_TDS,0
05_17_22,04_03_13,retrait_TDS,0
05_17_22,04_04_58,retrait_recepisse,0
05_17_22,04_06_02,retrait_DCEM_TVR_TIV,0
05_17_22,04_07_27,regularisation_sejour,1
05_17_22,05_01_07,depot_1er_TDS,0
05_17_22,05_02_11,renouvelement_TDS,0
05_17_22,05_03_14,retrait_TDS,0
05_17_22,05_04_17,retrait_recepisse,0
05_17_22,05_05_21,retrait_DCEM_TVR_TIV,0
05_17_22,05_06_24,regularisation_sejour,1
05_17_22,06_01_07,depot_1er_TDS,0
05_17_22,06_02_10,renouvelement_TDS,0
05_17_22,06_03_34,retrait_TDS,0
05_17_22,06_04_37,retrait_recepisse,0
05_17_22,06_06_01,retrait_DCEM_TVR_TIV,0
05_17_22,06_07_04,regularisation_sejour,1
05_17_22,07_01_07,depot_1er_TDS,0
05_17_22,07_02_31,renouvelement_TDS,0
05_17_22,07_03_35,retrait_TDS,0
05_17_22,07_04_59,retrait_recepisse,0
05_17_22,07_06_24,retrait_DCEM_TVR_TIV,0
05_17_22,07_07_27,regularisation_sejour,1
05_17_22,08_01_08,depot_1er_TDS,0
05_17_22,08_02_12,renouvelement_TDS,0
05_17_22,08_03_15,retrait_TDS,0
05_17_22,08_04_40,retrait_recepisse,0
05_17_22,08_06_05,retrait_DCEM_TVR_TIV,0
05_17_22,08_07_11,regularisation_sejour,1
05_17_22,09_01_08,depot_1er_TDS,0
05_17_22,09_02_33,renouvelement_TDS,0
05_17_22,09_03_57,retrait_TDS,0
05_17_22,09_05_01,retrait_recepisse,0
05_17_22,09_06_25,retrait_DCEM_TVR_TIV,0
05_17_22,09_07_31,regularisation_sejour,0
05_17_22,10_01_07,depot_1er_TDS,0
05_17_22,10_02_32,renouvelement_TDS,0
05_17_22,10_03_56,retrait_TDS,1
05_17_22,10_06_01,retrait_recepisse,1
05_17_22,10_07_48,retrait_DCEM_TVR_TIV,0
05_17_22,10_09_35,regularisation_sejour,0
05_17_22,11_01_09,depot_1er_TDS,0
05_17_22,11_02_12,renouvelement_TDS,0
05_17_22,11_03_38,retrait_TDS,1
05_17_22,11_05_22,retrait_recepisse,1
05_17_22,11_07_27,retrait_DCEM_TVR_TIV,0
05_17_22,11_08_52,regularisation_sejour,0
05_17_22,12_01_09,depot_1er_TDS,0
05_17_22,12_02_33,renouvelement_TDS,0
05_17_22,12_03_36,retrait_TDS,1
05_17_22,12_05_22,retrait_recepisse,0
05_17_22,12_06_47,retrait_DCEM_TVR_TIV,0
05_17_22,12_07_50,regularisation_sejour,0
05_17_22,13_01_07,depot_1er_TDS,0
05_17_22,13_02_32,renouvelement_TDS,0
05_17_22,13_03_57,retrait_TDS,1
05_17_22,13_06_03,retrait_recepisse,1
05_17_22,13_07_47,retrait_DCEM_TVR_TIV,0
05_17_22,13_09_33,regularisation_sejour,0
05_17_22,14_01_06,depot_1er_TDS,0
05_17_22,14_02_09,renouvelement_TDS,0
05_17_22,14_03_16,retrait_TDS,1
05_17_22,14_04_40,retrait_recepisse,0
05_17_22,14_06_09,retrait_DCEM_TVR_TIV,0
05_17_22,14_07_12,regularisation_sejour,0
05_17_22,15_01_07,depot_1er_TDS,0
05_17_22,15_02_10,renouvelement_TDS,0
05_17_22,15_03_14,retrait_TDS,1
05_17_22,15_04_59,retrait_recepisse,0
05_17_22,15_06_24,retrait_DCEM_TVR_TIV,0
05_17_22,15_07_29,regularisation_sejour,0
05_17_22,16_01_06,depot_1er_TDS,0
05_17_22,16_02_09,renouvelement_TDS,0
05_17_22,16_03_12,retrait_TDS,1
05_17_22,16_04_57,retrait_recepisse,0
05_17_22,16_06_43,retrait_DCEM_TVR_TIV,0
05_17_22,16_07_49,regularisation_sejour,0
05_17_22,17_01_07,depot_1er_TDS,0
05_17_22,17_02_10,renouvelement_TDS,0
05_17_22,17_03_14,retrait_TDS,1
05_17_22,17_04_58,retrait_recepisse,0
05_17_22,17_06_43,retrait_DCEM_TVR_TIV,0
05_17_22,17_07_48,regularisation_sejour,1
05_17_22,18_01_07,depot_1er_TDS,0
05_17_22,18_02_32,renouvelement_TDS,0
05_17_22,18_03_56,retrait_TDS,1
05_17_22,18_05_40,retrait_recepisse,0
05_17_22,18_07_25,retrait_DCEM_TVR_TIV,0
05_17_22,18_09_11,regularisation_sejour,1
05_17_22,19_01_10,depot_1er_TDS,0
05_17_22,19_02_35,renouvelement_TDS,0
05_17_22,19_04_20,retrait_TDS,0
05_17_22,19_05_23,retrait_recepisse,0
05_17_22,19_06_27,retrait_DCEM_TVR_TIV,0
05_17_22,19_07_51,regularisation_sejour,1
05_17_22,20_01_09,depot_1er_TDS,0
05_17_22,20_02_12,renouvelement_TDS,0
05_17_22,20_03_37,retrait_TDS,1
05_17_22,20_05_00,retrait_recepisse,0
05_17_22,20_06_05,retrait_DCEM_TVR_TIV,0
05_17_22,20_07_08,regularisation_sejour,1
05_17_22,21_01_29,depot_1er_TDS,0
05_17_22,21_02_31,renouvelement_TDS,0
05_17_22,21_03_56,retrait_TDS,1
05_17_22,21_05_18,retrait_recepisse,0
05_17_22,21_06_43,retrait_DCEM_TVR_TIV,0
05_17_22,21_07_46,regularisation_sejour,1
05_17_22,22_01_28,depot_1er_TDS,0
05_17_22,22_02_52,renouvelement_TDS,0
05_17_22,22_04_37,retrait_TDS,0
05_17_22,22_05_40,retrait_recepisse,0
05_17_22,22_06_43,retrait_DCEM_TVR_TIV,0
05_17_22,22_08_07,regularisation_sejour,0
05_18_22,00_01_46,depot_1er_TDS,0
05_18_22,00_02_49,renouvelement_TDS,0
05_18_22,00_04_12,retrait_TDS,0
05_18_22,00_05_36,retrait_recepisse,0
05_18_22,00_06_40,retrait_DCEM_TVR_TIV,0
05_18_22,00_07_43,regularisation_sejour,0
05_18_22,01_02_07,depot_1er_TDS,0
05_18_22,01_03_10,renouvelement_TDS,0
05_18_22,01_04_17,retrait_TDS,0
05_18_22,01_05_41,retrait_recepisse,0
05_18_22,01_07_05,retrait_DCEM_TVR_TIV,0
05_18_22,01_08_08,regularisation_sejour,0
05_18_22,02_01_46,depot_1er_TDS,0
05_18_22,02_03_12,renouvelement_TDS,0
05_18_22,02_04_36,retrait_TDS,0
05_18_22,02_06_00,retrait_recepisse,0
05_18_22,02_07_04,retrait_DCEM_TVR_TIV,0
05_18_22,02_08_07,regularisation_sejour,0
05_18_22,03_02_11,depot_1er_TDS,0
05_18_22,03_03_14,renouvelement_TDS,0
05_18_22,03_05_00,retrait_TDS,0
05_18_22,03_06_04,retrait_recepisse,0
05_18_22,03_07_11,retrait_DCEM_TVR_TIV,0
05_18_22,03_08_14,regularisation_sejour,0
05_18_22,04_01_46,depot_1er_TDS,0
05_18_22,04_03_10,renouvelement_TDS,0
05_18_22,04_04_13,retrait_TDS,0
05_18_22,04_05_16,retrait_recepisse,0
05_18_22,04_06_41,retrait_DCEM_TVR_TIV,0
05_18_22,04_07_43,regularisation_sejour,0
05_18_22,05_01_47,depot_1er_TDS,0
05_18_22,05_02_50,renouvelement_TDS,0
05_18_22,05_03_54,retrait_TDS,0
05_18_22,05_04_57,retrait_recepisse,0
05_18_22,05_06_21,retrait_DCEM_TVR_TIV,0
05_18_22,05_07_24,regularisation_sejour,0
05_18_22,06_01_47,depot_1er_TDS,0
05_18_22,06_03_11,renouvelement_TDS,0
05_18_22,06_04_57,retrait_TDS,0
05_18_22,06_06_01,retrait_recepisse,0
05_18_22,06_07_06,retrait_DCEM_TVR_TIV,0
05_18_22,06_08_30,regularisation_sejour,0
05_18_22,07_02_07,depot_1er_TDS,0
05_18_22,07_03_10,renouvelement_TDS,0
05_18_22,07_04_35,retrait_TDS,0
05_18_22,07_06_00,retrait_recepisse,0
05_18_22,07_07_24,retrait_DCEM_TVR_TIV,0
05_18_22,07_09_10,regularisation_sejour,0
05_18_22,17_49_08,depot_1er_TDS,0
05_18_22,17_50_11,renouvelement_TDS,0
05_18_22,17_51_35,retrait_TDS,1
05_18_22,17_52_58,retrait_recepisse,0
05_18_22,17_54_25,retrait_DCEM_TVR_TIV,0
05_18_22,17_55_49,regularisation_sejour,1
05_18_22,18_01_46,depot_1er_TDS,0
05_18_22,18_02_50,renouvelement_TDS,0
05_18_22,18_04_14,retrait_TDS,1
05_18_22,18_05_37,retrait_recepisse,0
05_18_22,18_07_02,retrait_DCEM_TVR_TIV,0
05_18_22,18_08_05,regularisation_sejour,1
05_18_22,19_01_45,depot_1er_TDS,0
05_18_22,19_02_48,renouvelement_TDS,0
05_18_22,19_04_12,retrait_TDS,1
05_18_22,19_05_56,retrait_recepisse,0
05_18_22,19_07_41,retrait_DCEM_TVR_TIV,0
05_18_22,19_09_07,regularisation_sejour,1
05_18_22,20_01_46,depot_1er_TDS,0
05_18_22,20_02_50,renouvelement_TDS,0
05_18_22,20_04_13,retrait_TDS,1
05_18_22,20_05_36,retrait_recepisse,0
05_18_22,20_07_21,retrait_DCEM_TVR_TIV,0
05_18_22,20_08_46,regularisation_sejour,1
05_18_22,21_01_46,depot_1er_TDS,0
05_18_22,21_02_50,renouvelement_TDS,0
05_18_22,21_03_53,retrait_TDS,1
05_18_22,21_06_00,retrait_recepisse,0
05_18_22,21_07_24,retrait_DCEM_TVR_TIV,0
05_18_22,21_08_31,regularisation_sejour,1
05_18_22,22_01_46,depot_1er_TDS,0
05_18_22,22_02_51,renouvelement_TDS,0
05_18_22,22_04_36,retrait_TDS,1
05_18_22,22_06_20,retrait_recepisse,0
05_18_22,22_07_23,retrait_DCEM_TVR_TIV,0
05_18_22,22_08_27,regularisation_sejour,1
05_18_22,23_01_55,depot_1er_TDS,0
05_18_22,23_03_00,renouvelement_TDS,0
05_18_22,23_04_03,retrait_TDS,1
05_18_22,23_05_26,retrait_recepisse,0
05_18_22,23_06_30,retrait_DCEM_TVR_TIV,0
05_18_22,23_07_54,regularisation_sejour,1
05_19_22,00_02_07,depot_1er_TDS,0
05_19_22,00_03_10,renouvelement_TDS,0
05_19_22,00_04_34,retrait_TDS,1
05_19_22,00_05_57,retrait_recepisse,0
05_19_22,00_07_00,retrait_DCEM_TVR_TIV,0
05_19_22,00_08_03,regularisation_sejour,1
05_19_22,01_01_47,depot_1er_TDS,0
05_19_22,01_02_51,renouvelement_TDS,0
05_19_22,01_04_37,retrait_TDS,1
05_19_22,01_06_21,retrait_recepisse,0
05_19_22,01_07_45,retrait_DCEM_TVR_TIV,0
05_19_22,01_09_31,regularisation_sejour,1
05_19_22,02_01_45,depot_1er_TDS,0
05_19_22,02_02_48,renouvelement_TDS,0
05_19_22,02_04_13,retrait_TDS,1
05_19_22,02_05_57,retrait_recepisse,0
05_19_22,02_07_00,retrait_DCEM_TVR_TIV,0
05_19_22,02_08_03,regularisation_sejour,1
05_19_22,03_01_46,depot_1er_TDS,0
05_19_22,03_02_49,renouvelement_TDS,0
05_19_22,03_03_53,retrait_TDS,1
05_19_22,03_05_17,retrait_recepisse,0
05_19_22,03_06_42,retrait_DCEM_TVR_TIV,0
05_19_22,03_07_44,regularisation_sejour,1
05_19_22,04_01_45,depot_1er_TDS,0
05_19_22,04_02_48,renouvelement_TDS,0
05_19_22,04_04_12,retrait_TDS,1
05_19_22,04_05_35,retrait_recepisse,0
05_19_22,04_06_59,retrait_DCEM_TVR_TIV,0
05_19_22,04_08_03,regularisation_sejour,1
05_19_22,05_01_45,depot_1er_TDS,0
05_19_22,05_02_49,renouvelement_TDS,0
05_19_22,05_03_52,retrait_TDS,1
05_19_22,05_05_36,retrait_recepisse,0
05_19_22,05_06_40,retrait_DCEM_TVR_TIV,0
05_19_22,05_07_43,regularisation_sejour,1
05_19_22,06_01_45,depot_1er_TDS,0
05_19_22,06_03_10,renouvelement_TDS,0
05_19_22,06_04_55,retrait_TDS,1
05_19_22,06_06_39,retrait_recepisse,0
05_19_22,06_07_42,retrait_DCEM_TVR_TIV,0
05_19_22,06_08_46,regularisation_sejour,1
05_19_22,07_01_45,depot_1er_TDS,0
05_19_22,07_03_09,renouvelement_TDS,0
05_19_22,07_04_12,retrait_TDS,1
05_19_22,07_05_56,retrait_recepisse,0
05_19_22,07_07_43,retrait_DCEM_TVR_TIV,0
05_19_22,07_08_49,regularisation_sejour,1
05_19_22,08_01_45,depot_1er_TDS,0
05_19_22,08_03_09,renouvelement_TDS,0
05_19_22,08_04_34,retrait_TDS,1
05_19_22,08_06_18,retrait_recepisse,0
05_19_22,08_07_21,retrait_DCEM_TVR_TIV,0
05_19_22,08_08_46,regularisation_sejour,1
05_19_22,09_01_45,depot_1er_TDS,0
05_19_22,09_03_10,renouvelement_TDS,0
05_19_22,09_04_14,retrait_TDS,1
05_19_22,09_05_58,retrait_recepisse,0
05_19_22,09_07_02,retrait_DCEM_TVR_TIV,0
05_19_22,09_08_07,regularisation_sejour,1
05_19_22,10_01_41,depot_1er_TDS,0
05_19_22,10_02_44,renouvelement_TDS,0
05_19_22,10_04_09,retrait_TDS,1
05_19_22,10_05_53,retrait_recepisse,0
05_19_22,10_07_38,retrait_DCEM_TVR_TIV,0
05_19_22,10_09_04,regularisation_sejour,1
05_19_22,11_01_43,depot_1er_TDS,0
05_19_22,11_02_46,renouvelement_TDS,0
05_19_22,11_03_49,retrait_TDS,1
05_19_22,11_05_12,retrait_recepisse,0
05_19_22,11_06_58,retrait_DCEM_TVR_TIV,0
05_19_22,11_08_02,regularisation_sejour,1
05_19_22,12_01_40,depot_1er_TDS,0
05_19_22,12_02_43,renouvelement_TDS,0
05_19_22,12_03_47,retrait_TDS,0
05_19_22,12_05_32,retrait_recepisse,0
05_19_22,12_06_36,retrait_DCEM_TVR_TIV,0
05_19_22,12_07_41,regularisation_sejour,1
05_19_22,13_01_41,depot_1er_TDS,0
05_19_22,13_02_48,renouvelement_TDS,0
05_19_22,13_04_13,retrait_TDS,1
05_19_22,13_05_36,retrait_recepisse,0
05_19_22,13_06_42,retrait_DCEM_TVR_TIV,0
05_19_22,13_07_48,regularisation_sejour,1
05_19_22,14_01_42,depot_1er_TDS,0
05_19_22,14_03_06,renouvelement_TDS,0
05_19_22,14_04_10,retrait_TDS,0
05_19_22,14_05_35,retrait_recepisse,0
05_19_22,14_06_38,retrait_DCEM_TVR_TIV,0
05_19_22,14_07_42,regularisation_sejour,1
05_19_22,15_01_42,depot_1er_TDS,0
05_19_22,15_02_46,renouvelement_TDS,0
05_19_22,15_04_12,retrait_TDS,0
05_19_22,15_05_36,retrait_recepisse,0
05_19_22,15_07_02,retrait_DCEM_TVR_TIV,0
05_19_22,15_08_06,regularisation_sejour,1
05_19_22,16_01_41,depot_1er_TDS,0
05_19_22,16_02_44,renouvelement_TDS,0
05_19_22,16_04_08,retrait_TDS,1
05_19_22,16_05_53,retrait_recepisse,0
05_19_22,16_07_19,retrait_DCEM_TVR_TIV,0
05_19_22,16_08_44,regularisation_sejour,1
05_19_22,17_01_40,depot_1er_TDS,0
05_19_22,17_02_43,renouvelement_TDS,0
05_19_22,17_04_08,retrait_TDS,1
05_19_22,17_05_32,retrait_recepisse,0
