date,heure,motif,disponibilite
05_28_22,15_00_31,renouvelement_TDS,0
05_28_22,15_00_53,retrait_TDS,0
05_28_22,15_01_14,retrait_recepisse,0
05_28_22,15_01_34,retrait_DCEM_TVR_TIV,0
05_28_22,15_01_55,regularisation_sejour,0
05_28_22,16_00_09,depot_1er_TDS,0
05_28_22,16_00_31,renouvelement_TDS,0
05_28_22,16_00_52,retrait_TDS,0
05_28_22,16_01_13,retrait_recepisse,0
05_28_22,16_01_33,retrait_DCEM_TVR_TIV,0
05_28_22,16_01_56,regularisation_sejour,0
05_28_22,17_00_09,depot_1er_TDS,0
05_28_22,17_00_30,renouvelement_TDS,0
05_28_22,17_00_51,retrait_TDS,0
05_28_22,17_01_13,retrait_recepisse,0
05_28_22,17_01_34,retrait_DCEM_TVR_TIV,0
05_28_22,17_01_55,regularisation_sejour,0
05_28_22,18_00_10,depot_1er_TDS,0
05_28_22,18_00_32,renouvelement_TDS,0
05_28_22,18_00_53,retrait_TDS,0
05_28_22,18_01_14,retrait_recepisse,0
05_28_22,18_01_36,retrait_DCEM_TVR_TIV,0
05_28_22,18_01_57,regularisation_sejour,0
05_28_22,19_00_14,depot_1er_TDS,0
05_28_22,19_00_35,renouvelement_TDS,0
05_28_22,19_00_56,retrait_TDS,0
05_28_22,19_01_20,retrait_recepisse,0
05_28_22,19_01_41,retrait_DCEM_TVR_TIV,0
05_28_22,19_02_02,regularisation_sejour,0
05_28_22,20_00_09,depot_1er_TDS,0
05_28_22,20_00_30,renouvelement_TDS,0
05_28_22,20_00_55,retrait_TDS,0
05_28_22,20_01_16,retrait_recepisse,0
05_28_22,20_01_37,retrait_DCEM_TVR_TIV,0
05_28_22,20_02_02,regularisation_sejour,0
05_28_22,21_00_11,depot_1er_TDS,0
05_28_22,21_00_33,renouvelement_TDS,0
05_28_22,21_00_54,retrait_TDS,0
05_28_22,21_01_15,retrait_recepisse,0
05_28_22,21_01_37,retrait_DCEM_TVR_TIV,0
05_28_22,21_01_58,regularisation_sejour,0
05_28_22,22_00_11,depot_1er_TDS,0
05_28_22,22_00_32,renouvelement_TDS,0
05_28_22,22_00_58,retrait_TDS,0
05_28_22,22_01_23,retrait_recepisse,0
05_28_22,22_01_44,retrait_DCEM_TVR_TIV,0
05_28_22,22_02_05,regularisation_sejour,0
05_28_22,23_00_10,depot_1er_TDS,0
05_28_22,23_00_31,renouvelement_TDS,0
05_28_22,23_00_51,retrait_TDS,0
05_28_22,23_01_12,retrait_recepisse,0
05_28_22,23_01_33,retrait_DCEM_TVR_TIV,0
05_28_22,23_01_58,regularisation_sejour,0
05_29_22,00_00_08,depot_1er_TDS,1
05_29_22,00_00_49,renouvelement_TDS,0
05_29_22,00_01_10,retrait_TDS,0
05_29_22,00_01_34,retrait_recepisse,0
05_29_22,00_01_55,retrait_DCEM_TVR_TIV,0
05_29_22,00_02_17,regularisation_sejour,0
05_29_22,01_00_08,depot_1er_TDS,0
05_29_22,01_00_29,renouvelement_TDS,0
05_29_22,01_00_50,retrait_TDS,0
05_29_22,01_01_11,retrait_recepisse,0
05_29_22,01_01_32,retrait_DCEM_TVR_TIV,0
05_29_22,01_01_56,regularisation_sejour,0
05_29_22,02_00_17,depot_1er_TDS,0
05_29_22,02_00_37,renouvelement_TDS,0
05_29_22,02_00_58,retrait_TDS,0
05_29_22,02_01_24,retrait_recepisse,0
05_29_22,02_01_47,retrait_DCEM_TVR_TIV,0
05_29_22,02_02_08,regularisation_sejour,0
05_29_22,03_00_09,depot_1er_TDS,0
05_29_22,03_00_34,renouvelement_TDS,0
05_29_22,03_00_58,retrait_TDS,0
05_29_22,03_01_19,retrait_recepisse,0
05_29_22,03_01_44,retrait_DCEM_TVR_TIV,0
05_29_22,03_02_09,regularisation_sejour,0
05_29_22,04_00_09,depot_1er_TDS,0
05_29_22,04_00_30,renouvelement_TDS,0
05_29_22,04_00_52,retrait_TDS,0
05_29_22,04_01_17,retrait_recepisse,0
05_29_22,04_01_39,retrait_DCEM_TVR_TIV,0
05_29_22,04_02_00,regularisation_sejour,0
05_29_22,05_00_10,depot_1er_TDS,0
05_29_22,05_00_31,renouvelement_TDS,0
05_29_22,05_00_52,retrait_TDS,0
05_29_22,05_01_12,retrait_recepisse,0
05_29_22,05_01_33,retrait_DCEM_TVR_TIV,0
05_29_22,05_01_54,regularisation_sejour,0
05_29_22,06_00_09,depot_1er_TDS,0
05_29_22,06_00_37,renouvelement_TDS,0
05_29_22,06_00_59,retrait_TDS,0
05_29_22,06_01_21,retrait_recepisse,0
05_29_22,06_01_44,retrait_DCEM_TVR_TIV,0
05_29_22,06_02_06,regularisation_sejour,0
05_29_22,07_00_09,depot_1er_TDS,0
05_29_22,07_00_30,renouvelement_TDS,0
05_29_22,07_00_55,retrait_TDS,0
05_29_22,07_01_16,retrait_recepisse,0
05_29_22,07_01_37,retrait_DCEM_TVR_TIV,0
05_29_22,07_01_58,regularisation_sejour,0
05_29_22,08_00_10,depot_1er_TDS,0
05_29_22,08_00_31,renouvelement_TDS,0
05_29_22,08_00_51,retrait_TDS,0
05_29_22,08_01_13,retrait_recepisse,0
05_29_22,08_01_34,retrait_DCEM_TVR_TIV,0
05_29_22,08_01_55,regularisation_sejour,0
05_29_22,09_00_09,depot_1er_TDS,0
05_29_22,09_00_30,renouvelement_TDS,0
05_29_22,09_00_51,retrait_TDS,0
05_29_22,09_01_12,retrait_recepisse,0
05_29_22,09_01_34,retrait_DCEM_TVR_TIV,0
05_29_22,09_01_54,regularisation_sejour,0
05_29_22,10_00_09,depot_1er_TDS,0
05_29_22,10_00_30,renouvelement_TDS,0
05_29_22,10_00_51,retrait_TDS,0
05_29_22,10_01_12,retrait_recepisse,0
05_29_22,10_01_33,retrait_DCEM_TVR_TIV,0
05_29_22,10_01_54,regularisation_sejour,0
05_29_22,11_00_09,depot_1er_TDS,0
05_29_22,11_00_30,renouvelement_TDS,0
05_29_22,11_00_51,retrait_TDS,0
05_29_22,11_01_12,retrait_recepisse,0
05_29_22,11_01_33,retrait_DCEM_TVR_TIV,0
05_29_22,11_01_55,regularisation_sejour,0
05_29_22,12_00_10,depot_1er_TDS,0
05_29_22,12_00_31,renouvelement_TDS,0
05_29_22,12_00_54,retrait_TDS,0
05_29_22,12_01_17,retrait_recepisse,0
05_29_22,12_01_38,retrait_DCEM_TVR_TIV,0
05_29_22,12_01_59,regularisation_sejour,0
05_29_22,13_00_09,depot_1er_TDS,0
05_29_22,13_00_32,renouvelement_TDS,0
05_29_22,13_00_53,retrait_TDS,0
05_29_22,13_01_14,retrait_recepisse,0
05_29_22,13_01_35,retrait_DCEM_TVR_TIV,0
05_29_22,13_01_57,regularisation_sejour,0
05_29_22,14_00_10,depot_1er_TDS,0
05_29_22,14_00_31,renouvelement_TDS,0
05_29_22,14_00_52,retrait_TDS,0
05_29_22,14_01_13,retrait_recepisse,0
05_29_22,14_01_33,retrait_DCEM_TVR_TIV,0
05_29_22,14_01_57,regularisation_sejour,0
05_29_22,15_00_12,depot_1er_TDS,0
05_29_22,15_00_33,renouvelement_TDS,0
05_29_22,15_00_57,retrait_TDS,0
05_29_22,15_01_18,retrait_recepisse,0
05_29_22,15_01_39,retrait_DCEM_TVR_TIV,0
05_29_22,15_02_00,regularisation_sejour,0
05_29_22,16_00_11,depot_1er_TDS,0
05_29_22,16_00_32,renouvelement_TDS,1
05_29_22,16_01_13,retrait_TDS,0
05_29_22,16_01_34,retrait_recepisse,0
05_29_22,16_01_55,retrait_DCEM_TVR_TIV,0
05_29_22,16_02_17,regularisation_sejour,0
05_29_22,17_00_09,depot_1er_TDS,0
05_29_22,17_00_30,renouvelement_TDS,0
05_29_22,17_00_51,retrait_TDS,0
05_29_22,17_01_13,retrait_recepisse,0
05_29_22,17_01_34,retrait_DCEM_TVR_TIV,0
05_29_22,17_01_55,regularisation_sejour,0
05_29_22,18_00_10,depot_1er_TDS,0
05_29_22,18_00_31,renouvelement_TDS,0
05_29_22,18_00_52,retrait_TDS,0
05_29_22,18_01_13,retrait_recepisse,0
05_29_22,18_01_34,retrait_DCEM_TVR_TIV,0
05_29_22,18_01_56,regularisation_sejour,0
05_29_22,19_00_11,depot_1er_TDS,0
05_29_22,19_00_32,renouvelement_TDS,0
05_29_22,19_00_53,retrait_TDS,0
05_29_22,19_01_15,retrait_recepisse,0
05_29_22,19_01_36,retrait_DCEM_TVR_TIV,0
05_29_22,19_01_57,regularisation_sejour,0
05_29_22,20_00_09,depot_1er_TDS,0
05_29_22,20_00_30,renouvelement_TDS,1
05_29_22,20_01_13,retrait_TDS,0
05_29_22,20_01_35,retrait_recepisse,0
05_29_22,20_01_56,retrait_DCEM_TVR_TIV,0
05_29_22,20_02_18,regularisation_sejour,0
05_29_22,21_00_09,depot_1er_TDS,0
05_29_22,21_00_30,renouvelement_TDS,0
05_29_22,21_00_51,retrait_TDS,0
05_29_22,21_01_16,retrait_recepisse,0
05_29_22,21_01_37,retrait_DCEM_TVR_TIV,0
05_29_22,21_01_58,regularisation_sejour,0
05_29_22,22_00_09,depot_1er_TDS,0
05_29_22,22_00_30,renouvelement_TDS,0
05_29_22,22_00_51,retrait_TDS,0
05_29_22,22_01_15,retrait_recepisse,0
05_29_22,22_01_36,retrait_DCEM_TVR_TIV,0
05_29_22,22_01_57,regularisation_sejour,0
05_29_22,23_00_12,depot_1er_TDS,0
05_29_22,23_00_33,renouvelement_TDS,0
05_29_22,23_00_55,retrait_TDS,0
05_29_22,23_01_16,retrait_recepisse,0
05_29_22,23_01_37,retrait_DCEM_TVR_TIV,0
05_29_22,23_01_57,regularisation_sejour,0
05_30_22,00_00_08,depot_1er_TDS,1
05_30_22,00_00_50,renouvelement_TDS,1
05_30_22,00_01_31,retrait_TDS,0
05_30_22,00_01_52,retrait_recepisse,0
05_30_22,00_02_12,retrait_DCEM_TVR_TIV,0
05_30_22,00_02_34,regularisation_sejour,1
05_30_22,01_00_10,depot_1er_TDS,1
05_30_22,01_00_51,renouvelement_TDS,1
05_30_22,01_01_31,retrait_TDS,0
05_30_22,01_01_52,retrait_recepisse,0
05_30_22,01_02_13,retrait_DCEM_TVR_TIV,0
05_30_22,01_02_34,regularisation_sejour,1
05_30_22,02_00_09,depot_1er_TDS,1
05_30_22,02_00_53,renouvelement_TDS,1
05_30_22,02_01_34,retrait_TDS,0
05_30_22,02_01_55,retrait_recepisse,0
05_30_22,02_02_16,retrait_DCEM_TVR_TIV,0
05_30_22,02_02_36,regularisation_sejour,1
05_30_22,03_00_12,depot_1er_TDS,1
05_30_22,03_00_52,renouvelement_TDS,1
05_30_22,03_01_33,retrait_TDS,0
05_30_22,03_01_54,retrait_recepisse,0
05_30_22,03_02_15,retrait_DCEM_TVR_TIV,0
05_30_22,03_02_36,regularisation_sejour,1
05_30_22,04_00_09,depot_1er_TDS,1
05_30_22,04_00_49,renouvelement_TDS,1
05_30_22,04_01_30,retrait_TDS,0
05_30_22,04_01_51,retrait_recepisse,0
05_30_22,04_02_12,retrait_DCEM_TVR_TIV,0
05_30_22,04_02_33,regularisation_sejour,1
05_30_22,05_00_09,depot_1er_TDS,1
05_30_22,05_00_49,renouvelement_TDS,1
05_30_22,05_01_30,retrait_TDS,0
05_30_22,05_01_51,retrait_recepisse,0
05_30_22,05_02_12,retrait_DCEM_TVR_TIV,0
05_30_22,05_02_33,regularisation_sejour,1
05_30_22,06_00_10,depot_1er_TDS,1
05_30_22,06_00_50,renouvelement_TDS,1
05_30_22,06_01_32,retrait_TDS,0
05_30_22,06_01_52,retrait_recepisse,0
05_30_22,06_02_13,retrait_DCEM_TVR_TIV,0
05_30_22,06_02_34,regularisation_sejour,1
05_30_22,07_00_09,depot_1er_TDS,1
05_30_22,07_00_50,renouvelement_TDS,1
05_30_22,07_01_31,retrait_TDS,0
05_30_22,07_01_51,retrait_recepisse,0
05_30_22,07_02_12,retrait_DCEM_TVR_TIV,0
05_30_22,07_02_35,regularisation_sejour,1
05_30_22,08_00_08,depot_1er_TDS,1
05_30_22,08_00_49,renouvelement_TDS,1
05_30_22,08_01_30,retrait_TDS,0
05_30_22,08_01_51,retrait_recepisse,0
05_30_22,08_02_11,retrait_DCEM_TVR_TIV,0
05_30_22,08_02_32,regularisation_sejour,1
05_30_22,09_00_12,depot_1er_TDS,1
05_30_22,09_00_54,renouvelement_TDS,1
05_30_22,09_01_35,retrait_TDS,1
05_30_22,09_02_16,retrait_recepisse,1
05_30_22,09_02_57,retrait_DCEM_TVR_TIV,0
05_30_22,09_03_18,regularisation_sejour,0
05_30_22,10_00_12,depot_1er_TDS,1
05_30_22,10_00_54,renouvelement_TDS,1
05_30_22,10_01_36,retrait_TDS,1
05_30_22,10_02_18,retrait_recepisse,0
05_30_22,10_02_40,retrait_DCEM_TVR_TIV,0
05_30_22,10_03_03,regularisation_sejour,0
05_30_22,11_00_11,depot_1er_TDS,1
05_30_22,11_00_52,renouvelement_TDS,0
05_30_22,11_01_15,retrait_TDS,1
05_30_22,11_01_55,retrait_recepisse,0
05_30_22,11_02_16,retrait_DCEM_TVR_TIV,0
05_30_22,11_02_38,regularisation_sejour,0
05_30_22,12_00_09,depot_1er_TDS,1
05_30_22,12_00_49,renouvelement_TDS,1
05_30_22,12_01_30,retrait_TDS,1
05_30_22,12_02_11,retrait_recepisse,0
05_30_22,12_02_32,retrait_DCEM_TVR_TIV,0
05_30_22,12_02_52,regularisation_sejour,0
05_30_22,13_00_12,depot_1er_TDS,1
05_30_22,13_00_52,renouvelement_TDS,0
05_30_22,13_01_13,retrait_TDS,0
05_30_22,13_01_36,retrait_recepisse,0
05_30_22,13_01_57,retrait_DCEM_TVR_TIV,0
05_30_22,13_02_19,regularisation_sejour,0
05_30_22,14_00_11,depot_1er_TDS,1
05_30_22,14_00_53,renouvelement_TDS,0
05_30_22,14_01_14,retrait_TDS,0
05_30_22,14_01_35,retrait_recepisse,0
05_30_22,14_01_57,retrait_DCEM_TVR_TIV,0
05_30_22,14_02_19,regularisation_sejour,0
05_30_22,15_00_13,depot_1er_TDS,1
05_30_22,15_00_55,renouvelement_TDS,0
05_30_22,15_01_17,retrait_TDS,0
05_30_22,15_01_38,retrait_recepisse,0
05_30_22,15_01_59,retrait_DCEM_TVR_TIV,0
05_30_22,15_02_19,regularisation_sejour,0
05_30_22,16_00_11,depot_1er_TDS,1
05_30_22,16_00_52,renouvelement_TDS,0
05_30_22,16_01_13,retrait_TDS,1
05_30_22,16_01_53,retrait_recepisse,0
05_30_22,16_02_14,retrait_DCEM_TVR_TIV,0
05_30_22,16_02_36,regularisation_sejour,0
05_30_22,17_00_10,depot_1er_TDS,1
05_30_22,17_00_51,renouvelement_TDS,0
05_30_22,17_01_12,retrait_TDS,1
05_30_22,17_01_53,retrait_recepisse,0
05_30_22,17_02_13,retrait_DCEM_TVR_TIV,0
05_30_22,17_02_34,regularisation_sejour,0
05_30_22,18_00_09,depot_1er_TDS,1
05_30_22,18_00_50,renouvelement_TDS,0
05_30_22,18_01_10,retrait_TDS,0
05_30_22,18_01_31,retrait_recepisse,0
05_30_22,18_01_52,retrait_DCEM_TVR_TIV,0
05_30_22,18_02_13,regularisation_sejour,0
05_30_22,19_00_10,depot_1er_TDS,1
05_30_22,19_00_51,renouvelement_TDS,0
05_30_22,19_01_12,retrait_TDS,0
05_30_22,19_01_33,retrait_recepisse,0
05_30_22,19_01_53,retrait_DCEM_TVR_TIV,0
05_30_22,19_02_14,regularisation_sejour,0
05_30_22,20_00_09,depot_1er_TDS,1
05_30_22,20_00_49,renouvelement_TDS,0
05_30_22,20_01_10,retrait_TDS,0
05_30_22,20_01_31,retrait_recepisse,0
05_30_22,20_01_52,retrait_DCEM_TVR_TIV,0
05_30_22,20_02_13,regularisation_sejour,0
05_30_22,21_00_09,depot_1er_TDS,1
05_30_22,21_00_49,renouvelement_TDS,0
05_30_22,21_01_10,retrait_TDS,0
05_30_22,21_01_31,retrait_recepisse,0
05_30_22,21_01_52,retrait_DCEM_TVR_TIV,0
05_30_22,21_02_13,regularisation_sejour,0
05_30_22,22_00_10,depot_1er_TDS,1
05_30_22,22_00_51,renouvelement_TDS,0
05_30_22,22_01_12,retrait_TDS,0
05_30_22,22_01_33,retrait_recepisse,0
05_30_22,22_01_53,retrait_DCEM_TVR_TIV,0
05_30_22,22_02_14,regularisation_sejour,0
05_30_22,23_00_09,depot_1er_TDS,1
05_30_22,23_00_49,renouvelement_TDS,0
05_30_22,23_01_10,retrait_TDS,0
05_30_22,23_01_32,retrait_recepisse,0
05_30_22,23_01_53,retrait_DCEM_TVR_TIV,0
05_30_22,23_02_14,regularisation_sejour,0
05_31_22,00_00_10,depot_1er_TDS,1
05_31_22,00_00_50,renouvelement_TDS,0
05_31_22,00_01_11,retrait_TDS,0
05_31_22,00_01_32,retrait_recepisse,0
05_31_22,00_01_53,retrait_DCEM_TVR_TIV,0
05_31_22,00_02_14,regularisation_sejour,0
05_31_22,01_00_09,depot_1er_TDS,1
05_31_22,01_00_50,renouvelement_TDS,0
05_31_22,01_01_10,retrait_TDS,0
05_31_22,01_01_31,retrait_recepisse,0
05_31_22,01_01_52,retrait_DCEM_TVR_TIV,0
05_31_22,01_02_12,regularisation_sejour,0
05_31_22,02_00_11,depot_1er_TDS,1
05_31_22,02_00_52,renouvelement_TDS,0
05_31_22,02_01_13,retrait_TDS,0
05_31_22,02_01_34,retrait_recepisse,0
05_31_22,02_01_54,retrait_DCEM_TVR_TIV,0
05_31_22,02_02_15,regularisation_sejour,0
05_31_22,03_00_12,depot_1er_TDS,1
05_31_22,03_00_53,renouvelement_TDS,0
05_31_22,03_01_15,retrait_TDS,0
05_31_22,03_01_36,retrait_recepisse,0
05_31_22,03_01_57,retrait_DCEM_TVR_TIV,0
05_31_22,03_02_18,regularisation_sejour,0
05_31_22,04_00_12,depot_1er_TDS,1
05_31_22,04_00_52,renouvelement_TDS,0
05_31_22,04_01_13,retrait_TDS,0
05_31_22,04_01_34,retrait_recepisse,0
05_31_22,04_01_55,retrait_DCEM_TVR_TIV,0
05_31_22,04_02_17,regularisation_sejour,0
05_31_22,05_00_10,depot_1er_TDS,1
05_31_22,05_00_51,renouvelement_TDS,0
05_31_22,05_01_11,retrait_TDS,0
05_31_22,05_01_33,retrait_recepisse,0
05_31_22,05_01_53,retrait_DCEM_TVR_TIV,0
05_31_22,05_02_14,regularisation_sejour,0
05_31_22,06_00_09,depot_1er_TDS,1
05_31_22,06_00_51,renouvelement_TDS,0
05_31_22,06_01_11,retrait_TDS,0
05_31_22,06_01_32,retrait_recepisse,0
05_31_22,06_01_53,retrait_DCEM_TVR_TIV,0
05_31_22,06_02_14,regularisation_sejour,0
05_31_22,07_00_11,depot_1er_TDS,1
05_31_22,07_00_51,renouvelement_TDS,0
05_31_22,07_01_15,retrait_TDS,0
05_31_22,07_01_36,retrait_recepisse,0
05_31_22,07_01_57,retrait_DCEM_TVR_TIV,0
05_31_22,07_02_19,regularisation_sejour,0
05_31_22,08_00_11,depot_1er_TDS,1
05_31_22,08_00_52,renouvelement_TDS,0
05_31_22,08_01_13,retrait_TDS,0
05_31_22,08_01_34,retrait_recepisse,0
05_31_22,08_01_54,retrait_DCEM_TVR_TIV,0
05_31_22,08_02_18,regularisation_sejour,0
05_31_22,09_00_13,depot_1er_TDS,1
05_31_22,09_00_55,renouvelement_TDS,0
05_31_22,09_01_17,retrait_TDS,1
05_31_22,09_01_58,retrait_recepisse,0
05_31_22,09_02_20,retrait_DCEM_TVR_TIV,0
05_31_22,09_02_42,regularisation_sejour,0
05_31_22,10_00_15,depot_1er_TDS,1
05_31_22,10_00_56,renouvelement_TDS,0
05_31_22,10_01_17,retrait_TDS,0
05_31_22,10_01_39,retrait_recepisse,0
05_31_22,10_02_01,retrait_DCEM_TVR_TIV,0
05_31_22,10_02_22,regularisation_sejour,0
05_31_22,11_00_10,depot_1er_TDS,1
05_31_22,11_00_50,renouvelement_TDS,0
05_31_22,11_01_11,retrait_TDS,0
05_31_22,11_01_33,retrait_recepisse,0
05_31_22,11_01_55,retrait_DCEM_TVR_TIV,0
05_31_22,11_02_18,regularisation_sejour,0
05_31_22,12_00_12,depot_1er_TDS,1
05_31_22,12_00_54,renouvelement_TDS,0
05_31_22,12_01_14,retrait_TDS,1
05_31_22,12_01_55,retrait_recepisse,1
05_31_22,12_02_37,retrait_DCEM_TVR_TIV,0
05_31_22,12_02_59,regularisation_sejour,0
05_31_22,13_00_10,depot_1er_TDS,1
05_31_22,13_00_51,renouvelement_TDS,0
05_31_22,13_01_12,retrait_TDS,1
05_31_22,13_01_53,retrait_recepisse,0
05_31_22,13_02_14,retrait_DCEM_TVR_TIV,0
05_31_22,13_02_35,regularisation_sejour,0
05_31_22,14_00_12,depot_1er_TDS,1
05_31_22,14_00_53,renouvelement_TDS,0
05_31_22,14_01_15,retrait_TDS,1
05_31_22,14_01_57,retrait_recepisse,1
05_31_22,14_02_42,retrait_DCEM_TVR_TIV,0
05_31_22,14_03_05,regularisation_sejour,0
05_31_22,15_00_10,depot_1er_TDS,0
05_31_22,15_00_31,renouvelement_TDS,0
05_31_22,15_00_51,retrait_TDS,1
05_31_22,15_01_32,retrait_recepisse,0
05_31_22,15_01_53,retrait_DCEM_TVR_TIV,0
05_31_22,15_02_14,regularisation_sejour,0
05_31_22,16_00_10,depot_1er_TDS,0
05_31_22,16_00_31,renouvelement_TDS,0
05_31_22,16_00_53,retrait_TDS,1
05_31_22,16_01_35,retrait_recepisse,0
05_31_22,16_01_57,retrait_DCEM_TVR_TIV,0
05_31_22,16_02_18,regularisation_sejour,0
05_31_22,23_59_48,depot_1er_TDS,0
05_31_22,00_00_10,renouvelement_TDS,0
05_31_22,00_00_30,retrait_TDS,0
05_31_22,00_00_51,retrait_recepisse,0
05_31_22,00_01_12,retrait_DCEM_TVR_TIV,0
05_31_22,00_01_33,regularisation_sejour,0
06_01_22,01_00_10,depot_1er_TDS,0
06_01_22,01_00_32,renouvelement_TDS,0
06_01_22,01_00_52,retrait_TDS,0
06_01_22,01_01_14,retrait_recepisse,0
06_01_22,01_01_34,retrait_DCEM_TVR_TIV,0
06_01_22,01_01_55,regularisation_sejour,0
06_01_22,02_00_10,depot_1er_TDS,0
06_01_22,02_00_31,renouvelement_TDS,0
06_01_22,02_00_53,retrait_TDS,0
06_01_22,02_01_14,retrait_recepisse,0
06_01_22,02_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,02_01_58,regularisation_sejour,0
06_01_22,03_00_11,depot_1er_TDS,0
06_01_22,03_00_32,renouvelement_TDS,0
06_01_22,03_00_53,retrait_TDS,0
06_01_22,03_01_15,retrait_recepisse,0
06_01_22,03_01_36,retrait_DCEM_TVR_TIV,0
06_01_22,03_01_57,regularisation_sejour,0
06_01_22,04_00_12,depot_1er_TDS,0
06_01_22,04_00_34,renouvelement_TDS,0
06_01_22,04_00_55,retrait_TDS,0
06_01_22,04_01_16,retrait_recepisse,0
06_01_22,04_01_36,retrait_DCEM_TVR_TIV,0
06_01_22,04_01_57,regularisation_sejour,0
06_01_22,05_00_09,depot_1er_TDS,0
06_01_22,05_00_31,renouvelement_TDS,0
06_01_22,05_00_52,retrait_TDS,0
06_01_22,05_01_13,retrait_recepisse,0
06_01_22,05_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,05_01_57,regularisation_sejour,0
06_01_22,06_00_13,depot_1er_TDS,0
06_01_22,06_00_34,renouvelement_TDS,0
06_01_22,06_00_55,retrait_TDS,0
06_01_22,06_01_16,retrait_recepisse,0
06_01_22,06_01_37,retrait_DCEM_TVR_TIV,0
06_01_22,06_01_58,regularisation_sejour,0
06_01_22,07_00_09,depot_1er_TDS,0
06_01_22,07_00_30,renouvelement_TDS,0
06_01_22,07_00_51,retrait_TDS,0
06_01_22,07_01_12,retrait_recepisse,0
06_01_22,07_01_33,retrait_DCEM_TVR_TIV,0
06_01_22,07_02_00,regularisation_sejour,0
06_01_22,08_00_11,depot_1er_TDS,1
06_01_22,08_00_53,renouvelement_TDS,0
06_01_22,08_01_15,retrait_TDS,0
06_01_22,08_01_37,retrait_recepisse,0
06_01_22,08_01_58,retrait_DCEM_TVR_TIV,0
06_01_22,08_02_20,regularisation_sejour,0
06_01_22,09_00_12,depot_1er_TDS,0
06_01_22,09_00_34,renouvelement_TDS,0
06_01_22,09_00_56,retrait_TDS,1
06_01_22,09_01_37,retrait_recepisse,0
06_01_22,09_01_59,retrait_DCEM_TVR_TIV,0
06_01_22,09_02_21,regularisation_sejour,0
06_01_22,10_00_12,depot_1er_TDS,0
06_01_22,10_00_33,renouvelement_TDS,0
06_01_22,10_00_54,retrait_TDS,0
06_01_22,10_01_15,retrait_recepisse,0
06_01_22,10_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,10_01_59,regularisation_sejour,0
